GEO_TTL,State,ESTAB,EMP,EMPSZES_TTL,PAYANN,YEAR
South Dakota,46,2039,60740,Establishments with 20 to 49 employees,1968864,2012
South Dakota,46,633,43354,Establishments with 50 to 99 employees,1445470,2012
South Dakota,46,339,51165,Establishments with 100 to 249 employees,1889078,2012
South Dakota,46,77,26917,Establishments with 250 to 499 employees,882599,2012
South Dakota,46,29,19929,Establishments with 500 to 999 employees,896347,2012
South Dakota,46,13,30562,"Establishments with 1,000 employees or more",1380489,2012
Tennessee,47,130592,2344047,All establishments,96087992,2012
Tennessee,47,63658,120130,Establishments with 1 to 4 employees,4889614,2012
Tennessee,47,27316,181380,Establishments with 5 to 9 employees,6135274,2012
Tennessee,47,18462,249119,Establishments with 10 to 19 employees,8741025,2012
Tennessee,47,13101,392803,Establishments with 20 to 49 employees,14250863,2012
Tennessee,47,4301,297262,Establishments with 50 to 99 employees,11600285,2012
Tennessee,47,2646,394120,Establishments with 100 to 249 employees,15660676,2012
Tennessee,47,736,252864,Establishments with 250 to 499 employees,11061879,2012
Tennessee,47,240,162424,Establishments with 500 to 999 employees,8298112,2012
Tennessee,47,132,293945,"Establishments with 1,000 employees or more",15450264,2012
Texas,48,537839,9350829,All establishments,446679425,2012
Texas,48,276449,494241,Establishments with 1 to 4 employees,23772857,2012
Texas,48,105213,697521,Establishments with 5 to 9 employees,26038257,2012
Texas,48,72309,979210,Establishments with 10 to 19 employees,37130480,2012
Texas,48,51838,1558875,Establishments with 20 to 49 employees,62105354,2012
Texas,48,17611,1208716,Establishments with 50 to 99 employees,52601364,2012
Texas,48,10171,1525230,Establishments with 100 to 249 employees,72088772,2012
Texas,48,2667,925038,Establishments with 250 to 499 employees,48326529,2012
Texas,48,1013,690806,Establishments with 500 to 999 employees,42401626,2012
Texas,48,568,1271192,"Establishments with 1,000 employees or more",82214186,2012
Utah,49,70454,1070986,All establishments,43317548,2012
Utah,49,40397,61961,Establishments with 1 to 4 employees,2576285,2012
Utah,49,12248,81642,Establishments with 5 to 9 employees,2691341,2012
Utah,49,8706,117134,Establishments with 10 to 19 employees,3890883,2012
Utah,49,5692,170502,Establishments with 20 to 49 employees,6249951,2012
Utah,49,1903,130568,Establishments with 50 to 99 employees,5263007,2012
Utah,49,1012,150964,Establishments with 100 to 249 employees,6439295,2012
Utah,49,314,108618,Establishments with 250 to 499 employees,5308294,2012
Utah,49,119,80887,Establishments with 500 to 999 employees,3949904,2012
Utah,49,63,168710,"Establishments with 1,000 employees or more",6948588,2012
Vermont,50,21161,265460,All establishments,9540625,2012
Vermont,50,12081,21033,Establishments with 1 to 4 employees,794367,2012
Vermont,50,4263,28104,Establishments with 5 to 9 employees,912668,2012
Vermont,50,2551,34121,Establishments with 10 to 19 employees,1149227,2012
Vermont,50,1507,44495,Establishments with 20 to 49 employees,1613007,2012
Vermont,50,437,29709,Establishments with 50 to 99 employees,1113838,2012
Vermont,50,243,37225,Establishments with 100 to 249 employees,1388651,2012
Vermont,50,44,15568,Establishments with 250 to 499 employees,754617,2012
Vermont,50,18,12234,Establishments with 500 to 999 employees,664411,2012
Vermont,50,17,42971,"Establishments with 1,000 employees or more",1149839,2012
Virginia,51,192730,3089241,All establishments,150556416,2012
Virginia,51,101520,180204,Establishments with 1 to 4 employees,7872860,2012
Virginia,51,36575,242677,Establishments with 5 to 9 employees,9170848,2012
Virginia,51,26017,350625,Establishments with 10 to 19 employees,13688730,2012
Virginia,51,17725,534683,Establishments with 20 to 49 employees,22042234,2012
Virginia,51,6236,426178,Establishments with 50 to 99 employees,18477738,2012
Virginia,51,3327,495477,Establishments with 100 to 249 employees,24987298,2012
Virginia,51,850,295683,Establishments with 250 to 499 employees,17113977,2012
Virginia,51,312,212920,Establishments with 500 to 999 employees,14153115,2012
Virginia,51,168,350794,"Establishments with 1,000 employees or more",23049616,2012
Washington,53,175553,2361697,All establishments,122692282,2012
Washington,53,99318,167766,Establishments with 1 to 4 employees,7022916,2012
Washington,53,33576,221849,Establishments with 5 to 9 employees,8109607,2012
Washington,53,21536,290475,Establishments with 10 to 19 employees,11258081,2012
Washington,53,13543,405969,Establishments with 20 to 49 employees,16802056,2012
Washington,53,4301,295738,Establishments with 50 to 99 employees,13259661,2012
Washington,53,2386,355419,Establishments with 100 to 249 employees,16921267,2012
Washington,53,584,197593,Establishments with 250 to 499 employees,12293801,2012
Washington,53,197,134470,Establishments with 500 to 999 employees,9790226,2012
Washington,53,112,292418,"Establishments with 1,000 employees or more",27234667,2012
West Virginia,54,37906,579583,All establishments,21204523,2012
West Virginia,54,18134,35753,Establishments with 1 to 4 employees,1105247,2012
West Virginia,54,8749,57943,Establishments with 5 to 9 employees,1625767,2012
West Virginia,54,5641,75889,Establishments with 10 to 19 employees,2312746,2012
West Virginia,54,3421,102468,Establishments with 20 to 49 employees,3478136,2012
West Virginia,54,1141,78149,Establishments with 50 to 99 employees,2565748,2012
West Virginia,54,573,85770,Establishments with 100 to 249 employees,3312075,2012
West Virginia,54,166,56424,Establishments with 250 to 499 employees,2412430,2012
West Virginia,54,54,38783,Establishments with 500 to 999 employees,1900891,2012
West Virginia,54,27,48404,"Establishments with 1,000 employees or more",2491483,2012
Wisconsin,55,138246,2388855,All establishments,99665591,2012
Wisconsin,55,70209,124185,Establishments with 1 to 4 employees,4983101,2012
Wisconsin,55,27224,180755,Establishments with 5 to 9 employees,5928246,2012
Wisconsin,55,19165,259719,Establishments with 10 to 19 employees,8509960,2012
Wisconsin,55,13186,396445,Establishments with 20 to 49 employees,14220895,2012
Wisconsin,55,4616,318543,Establishments with 50 to 99 employees,12300130,2012
Wisconsin,55,2748,412865,Establishments with 100 to 249 employees,17088720,2012
Wisconsin,55,666,228531,Establishments with 250 to 499 employees,10724251,2012
Wisconsin,55,295,201421,Establishments with 500 to 999 employees,10296961,2012
Wisconsin,55,137,266391,"Establishments with 1,000 employees or more",15613327,2012
Wyoming,56,20635,214241,All establishments,9589138,2012
Wyoming,56,12102,20727,Establishments with 1 to 4 employees,851580,2012
Wyoming,56,3935,25916,Establishments with 5 to 9 employees,914292,2012
Wyoming,56,2543,34342,Establishments with 10 to 19 employees,1270966,2012
Wyoming,56,1408,41394,Establishments with 20 to 49 employees,1664771,2012
Wyoming,56,387,26251,Establishments with 50 to 99 employees,1217480,2012
Wyoming,56,188,27910,Establishments with 100 to 249 employees,1389215,2012
Wyoming,56,51,18378,Establishments with 250 to 499 employees,1034499,2012
Wyoming,56,13,7993,Establishments with 500 to 999 employees,565588,2012
Wyoming,56,8,11330,"Establishments with 1,000 employees or more",680747,2012
American Samoa,60,461,7147,All establishments,112491,2012
American Samoa,60,252,509,Establishments with 1 to 4 employees,7912,2012
American Samoa,60,83,525,Establishments with 5 to 9 employees,8432,2012
American Samoa,60,69,898,Establishments with 10 to 19 employees,11279,2012
American Samoa,60,33,1018,Establishments with 20 to 49 employees,14708,2012
American Samoa,60,19,1296,Establishments with 50 to 99 employees,17227,2012
American Samoa,60,3,365,Establishments with 100 to 249 employees,6107,2012
American Samoa,60,0,0,Establishments with 250 to 499 employees,0,2012
American Samoa,60,1,0,Establishments with 500 to 999 employees,0,2012
American Samoa,60,1,0,"Establishments with 1,000 employees or more",0,2012
Guam,66,3436,54940,All establishments,1360167,2012
Guam,66,1538,2995,Establishments with 1 to 4 employees,77724,2012
Guam,66,784,5198,Establishments with 5 to 9 employees,112035,2012
Guam,66,538,7107,Establishments with 10 to 19 employees,162281,2012
Guam,66,372,11222,Establishments with 20 to 49 employees,257098,2012
Guam,66,123,8477,Establishments with 50 to 99 employees,193313,2012
Guam,66,54,7897,Establishments with 100 to 249 employees,188472,2012
Guam,66,21,7339,Establishments with 250 to 499 employees,196269,2012
Guam,66,5,3750,Establishments with 500 to 999 employees,125509,2012
Guam,66,1,0,"Establishments with 1,000 employees or more",0,2012
Commonwealth of the Northern Mariana Islands,69,1529,13461,All establishments,207451,2012
Commonwealth of the Northern Mariana Islands,69,937,1656,Establishments with 1 to 4 employees,23783,2012
Commonwealth of the Northern Mariana Islands,69,281,1854,Establishments with 5 to 9 employees,25949,2012
Commonwealth of the Northern Mariana Islands,69,189,2522,Establishments with 10 to 19 employees,36078,2012
Commonwealth of the Northern Mariana Islands,69,89,2639,Establishments with 20 to 49 employees,39027,2012
Commonwealth of the Northern Mariana Islands,69,14,1018,Establishments with 50 to 99 employees,11845,2012
Commonwealth of the Northern Mariana Islands,69,14,2208,Establishments with 100 to 249 employees,36422,2012
Commonwealth of the Northern Mariana Islands,69,5,1564,Establishments with 250 to 499 employees,34347,2012
Commonwealth of the Northern Mariana Islands,69,0,0,Establishments with 500 to 999 employees,0,2012
Commonwealth of the Northern Mariana Islands,69,0,0,"Establishments with 1,000 employees or more",0,2012
Puerto Rico,72,44767,690597,All establishments,16877486,2012
Puerto Rico,72,24883,46320,Establishments with 1 to 4 employees,1046858,2012
Puerto Rico,72,8658,57200,Establishments with 5 to 9 employees,1144226,2012
Puerto Rico,72,5318,71134,Establishments with 10 to 19 employees,1440751,2012
Puerto Rico,72,3701,111418,Establishments with 20 to 49 employees,2429612,2012
Puerto Rico,72,1131,78730,Establishments with 50 to 99 employees,1911636,2012
Puerto Rico,72,713,109126,Establishments with 100 to 249 employees,2763488,2012
Puerto Rico,72,227,81048,Establishments with 250 to 499 employees,2172132,2012
Puerto Rico,72,98,66988,Establishments with 500 to 999 employees,2066330,2012
Puerto Rico,72,38,68633,"Establishments with 1,000 employees or more",1902453,2012
United States Virgin Islands,78,2711,31620,All establishments,1049092,2012
United States Virgin Islands,78,1439,2785,Establishments with 1 to 4 employees,103808,2012
United States Virgin Islands,78,551,3648,Establishments with 5 to 9 employees,108909,2012
United States Virgin Islands,78,403,5321,Establishments with 10 to 19 employees,152399,2012
United States Virgin Islands,78,230,6815,Establishments with 20 to 49 employees,177869,2012
United States Virgin Islands,78,52,3573,Establishments with 50 to 99 employees,110616,2012
United States Virgin Islands,78,25,3986,Establishments with 100 to 249 employees,102800,2012
United States Virgin Islands,78,8,2764,Establishments with 250 to 499 employees,100576,2012
United States Virgin Islands,78,2,0,Establishments with 500 to 999 employees,0,2012
United States Virgin Islands,78,1,0,"Establishments with 1,000 employees or more",0,2012
Alabama,01,97578,1603100,All establishments,62408287,2013
Alabama,01,48411,93476,Establishments with 1 to 4 employees,3419528,2013
Alabama,01,20811,137266,Establishments with 5 to 9 employees,4435722,2013
Alabama,01,13652,184017,Establishments with 10 to 19 employees,6186822,2013
Alabama,01,9383,280622,Establishments with 20 to 49 employees,9741273,2013
Alabama,01,2897,198360,Establishments with 50 to 99 employees,7294450,2013
Alabama,01,1674,249220,Establishments with 100 to 249 employees,9749242,2013
Alabama,01,473,162443,Establishments with 250 to 499 employees,6814724,2013
Alabama,01,189,131562,Establishments with 500 to 999 employees,6200852,2013
Alabama,01,88,166134,"Establishments with 1,000 employees or more",8565674,2013
Alaska,02,20519,266627,All establishments,14601116,2013
Alaska,02,11583,18389,Establishments with 1 to 4 employees,1054771,2013
Alaska,02,3966,26332,Establishments with 5 to 9 employees,1197596,2013
Alaska,02,2619,35078,Establishments with 10 to 19 employees,1682340,2013
Alaska,02,1487,43978,Establishments with 20 to 49 employees,2200336,2013
Alaska,02,463,31641,Establishments with 50 to 99 employees,1641220,2013
Alaska,02,273,41750,Establishments with 100 to 249 employees,2189183,2013
Alaska,02,86,29429,Establishments with 250 to 499 employees,1753299,2013
Alaska,02,28,18426,Establishments with 500 to 999 employees,1420042,2013
Alaska,02,14,21604,"Establishments with 1,000 employees or more",1462329,2013
Arizona,04,132762,2173205,All establishments,92770088,2013
Arizona,04,72013,117553,Establishments with 1 to 4 employees,5410142,2013
Arizona,04,24155,160690,Establishments with 5 to 9 employees,5677045,2013
Arizona,04,16943,229745,Establishments with 10 to 19 employees,8084271,2013
Arizona,04,12218,366736,Establishments with 20 to 49 employees,12829993,2013
Arizona,04,4139,283876,Establishments with 50 to 99 employees,10597952,2013
Arizona,04,2332,345422,Establishments with 100 to 249 employees,14461473,2013
Arizona,04,603,205372,Establishments with 250 to 499 employees,9424488,2013
Arizona,04,226,154434,Establishments with 500 to 999 employees,6982191,2013
Arizona,04,133,309377,"Establishments with 1,000 employees or more",19302533,2013
Arkansas,05,64772,978094,All establishments,36808096,2013
Arkansas,05,33517,60833,Establishments with 1 to 4 employees,2306252,2013
Arkansas,05,13625,89829,Establishments with 5 to 9 employees,3000080,2013
Arkansas,05,8609,115736,Establishments with 10 to 19 employees,4092706,2013
Arkansas,05,5804,173402,Establishments with 20 to 49 employees,6020215,2013
Arkansas,05,1835,126448,Establishments with 50 to 99 employees,4380767,2013
Arkansas,05,947,141108,Establishments with 100 to 249 employees,5629961,2013
Arkansas,05,281,98352,Establishments with 250 to 499 employees,3904786,2013
Arkansas,05,93,63534,Establishments with 500 to 999 employees,2872883,2013
Arkansas,05,61,108852,"Establishments with 1,000 employees or more",4600446,2013
California,06,874243,13401863,All establishments,742523853,2013
California,06,490948,820851,Establishments with 1 to 4 employees,45070886,2013
California,06,155564,1026929,Establishments with 5 to 9 employees,41822202,2013
California,06,107272,1451380,Establishments with 10 to 19 employees,59199435,2013
California,06,75194,2249352,Establishments with 20 to 49 employees,97365982,2013
California,06,26330,1807718,Establishments with 50 to 99 employees,84939503,2013
California,06,13610,2036215,Establishments with 100 to 249 employees,111858471,2013
California,06,3300,1117432,Establishments with 250 to 499 employees,75195081,2013
California,06,1197,811497,Establishments with 500 to 999 employees,61162476,2013
California,06,828,2080489,"Establishments with 1,000 employees or more",165909817,2013
Colorado,08,154875,2090975,All establishments,102236869,2013
Colorado,08,92124,144940,Establishments with 1 to 4 employees,6778650,2013
Colorado,08,26245,173851,Establishments with 5 to 9 employees,6794379,2013
Colorado,08,17633,238032,Establishments with 10 to 19 employees,9435772,2013
Colorado,08,11997,359611,Establishments with 20 to 49 employees,14861749,2013
Colorado,08,3897,267548,Establishments with 50 to 99 employees,12340897,2013
Colorado,08,2156,322401,Establishments with 100 to 249 employees,16098191,2013
Colorado,08,519,177166,Establishments with 250 to 499 employees,10487717,2013
Colorado,08,183,120571,Establishments with 500 to 999 employees,8085754,2013
Colorado,08,121,286855,"Establishments with 1,000 employees or more",17353760,2013
Connecticut,09,88498,1473605,All establishments,85897033,2013
Connecticut,09,46402,82534,Establishments with 1 to 4 employees,4293478,2013
Connecticut,09,17190,113829,Establishments with 5 to 9 employees,5163770,2013
Connecticut,09,11933,160950,Establishments with 10 to 19 employees,7421803,2013
Connecticut,09,8004,239981,Establishments with 20 to 49 employees,11933734,2013
Connecticut,09,2705,184513,Establishments with 50 to 99 employees,10284169,2013
Connecticut,09,1706,262212,Establishments with 100 to 249 employees,14538748,2013
Connecticut,09,352,120985,Establishments with 250 to 499 employees,7868221,2013
Connecticut,09,121,81255,Establishments with 500 to 999 employees,6430674,2013
Connecticut,09,85,227346,"Establishments with 1,000 employees or more",17962436,2013
Delaware,10,24151,382128,All establishments,19541151,2013
Delaware,10,13371,22418,Establishments with 1 to 4 employees,1088775,2013
Delaware,10,4334,28672,Establishments with 5 to 9 employees,1122736,2013
Delaware,10,3046,41242,Establishments with 10 to 19 employees,1695893,2013
Delaware,10,2160,64675,Establishments with 20 to 49 employees,2612370,2013
Delaware,10,690,47210,Establishments with 50 to 99 employees,1935836,2013
Delaware,10,378,57417,Establishments with 100 to 249 employees,2751039,2013
Delaware,10,98,33719,Establishments with 250 to 499 employees,2150349,2013
Delaware,10,49,34030,Establishments with 500 to 999 employees,2352627,2013
Delaware,10,25,52745,"Establishments with 1,000 employees or more",3831526,2013
District of Columbia,11,21919,491130,All establishments,35131275,2013
District of Columbia,11,10812,19825,Establishments with 1 to 4 employees,1643695,2013
District of Columbia,11,4050,26982,Establishments with 5 to 9 employees,1825319,2013
District of Columbia,11,3009,40854,Establishments with 10 to 19 employees,2829657,2013
District of Columbia,11,2339,72041,Establishments with 20 to 49 employees,4710562,2013
District of Columbia,11,869,60281,Establishments with 50 to 99 employees,4021650,2013
District of Columbia,11,591,91001,Establishments with 100 to 249 employees,6737739,2013
District of Columbia,11,169,58806,Establishments with 250 to 499 employees,4408956,2013
District of Columbia,11,51,34548,Establishments with 500 to 999 employees,3223253,2013
District of Columbia,11,29,86792,"Establishments with 1,000 employees or more",5730444,2013
Florida,12,510389,7134644,All establishments,294142009,2013
Florida,12,315367,506550,Establishments with 1 to 4 employees,20981284,2013
Florida,12,84008,553336,Establishments with 5 to 9 employees,20274631,2013
Florida,12,53427,719238,Establishments with 10 to 19 employees,26068971,2013
Florida,12,35422,1061475,Establishments with 20 to 49 employees,39470417,2013
Florida,12,12236,841354,Establishments with 50 to 99 employees,31634494,2013
Florida,12,7270,1086226,Establishments with 100 to 249 employees,43131513,2013
Florida,12,1601,556228,Establishments with 250 to 499 employees,25708529,2013
Florida,12,644,437420,Establishments with 500 to 999 employees,20628299,2013
Florida,12,414,1372817,"Establishments with 1,000 employees or more",66243871,2013
Georgia,13,217559,3458050,All establishments,154628032,2013
Georgia,13,120267,202294,Establishments with 1 to 4 employees,8602296,2013
Georgia,13,39345,260199,Establishments with 5 to 9 employees,9400351,2013
Georgia,13,27008,366794,Establishments with 10 to 19 employees,13556108,2013
Georgia,13,19104,575077,Establishments with 20 to 49 employees,21693559,2013
Georgia,13,6494,445699,Establishments with 50 to 99 employees,18322222,2013
Georgia,13,3768,558252,Establishments with 100 to 249 employees,24842885,2013
Georgia,13,978,333672,Establishments with 250 to 499 employees,16880876,2013
Georgia,13,386,258558,Establishments with 500 to 999 employees,14070007,2013
Georgia,13,209,457505,"Establishments with 1,000 employees or more",27259728,2013
Hawaii,15,31622,502530,All establishments,19881066,2013
Hawaii,15,16268,29623,Establishments with 1 to 4 employees,1270607,2013
Hawaii,15,6425,42579,Establishments with 5 to 9 employees,1519541,2013
Hawaii,15,4327,58535,Establishments with 10 to 19 employees,2075858,2013
Hawaii,15,2808,84746,Establishments with 20 to 49 employees,3136932,2013
Hawaii,15,1088,74780,Establishments with 50 to 99 employees,2726988,2013
Hawaii,15,484,72276,Establishments with 100 to 249 employees,2854348,2013
Hawaii,15,135,46702,Establishments with 250 to 499 employees,1850829,2013
Hawaii,15,58,39638,Establishments with 500 to 999 employees,1832793,2013
Hawaii,15,29,53651,"Establishments with 1,000 employees or more",2613170,2013
Idaho,16,43124,509986,All establishments,18559112,2013
Idaho,16,25034,41466,Establishments with 1 to 4 employees,1524284,2013
Idaho,16,8103,53850,Establishments with 5 to 9 employees,1649624,2013
Idaho,16,5299,71241,Establishments with 10 to 19 employees,2256179,2013
Idaho,16,3128,92297,Establishments with 20 to 49 employees,3071075,2013
Idaho,16,922,63741,Establishments with 50 to 99 employees,2149343,2013
Idaho,16,470,70757,Establishments with 100 to 249 employees,2515612,2013
Idaho,16,97,33786,Establishments with 250 to 499 employees,1309749,2013
Idaho,16,44,28929,Establishments with 500 to 999 employees,1118466,2013
Idaho,16,27,53919,"Establishments with 1,000 employees or more",2964780,2013
Illinois,17,315364,5209070,All establishments,262263398,2013
Illinois,17,176907,289626,Establishments with 1 to 4 employees,13409796,2013
Illinois,17,55482,367781,Establishments with 5 to 9 employees,14418520,2013
Illinois,17,38714,523016,Establishments with 10 to 19 employees,21187450,2013
Illinois,17,26740,806932,Establishments with 20 to 49 employees,35028988,2013
Illinois,17,9499,653955,Establishments with 50 to 99 employees,30204164,2013
Illinois,17,5701,858892,Establishments with 100 to 249 employees,42491732,2013
Illinois,17,1396,477049,Establishments with 250 to 499 employees,28250608,2013
Illinois,17,570,397167,Establishments with 500 to 999 employees,24559658,2013
Illinois,17,355,834652,"Establishments with 1,000 employees or more",52712482,2013
Indiana,18,143515,2555979,All establishments,103134350,2013
Indiana,18,71326,129506,Establishments with 1 to 4 employees,4850747,2013
Indiana,18,29203,193427,Establishments with 5 to 9 employees,6212483,2013
Indiana,18,20185,272338,Establishments with 10 to 19 employees,8855808,2013
Indiana,18,13973,419811,Establishments with 20 to 49 employees,14493429,2013
Indiana,18,4862,336728,Establishments with 50 to 99 employees,12527075,2013
Indiana,18,2756,408036,Establishments with 100 to 249 employees,16089516,2013
Indiana,18,755,254685,Establishments with 250 to 499 employees,11306527,2013
Indiana,18,272,186516,Establishments with 500 to 999 employees,8594916,2013
Indiana,18,183,354932,"Establishments with 1,000 employees or more",20203849,2013
Iowa,19,80581,1305216,All establishments,50343119,2013
Iowa,19,42498,75742,Establishments with 1 to 4 employees,2698010,2013
Iowa,19,15656,103755,Establishments with 5 to 9 employees,3344320,2013
Iowa,19,10983,148401,Establishments with 10 to 19 employees,4914673,2013
Iowa,19,7150,213259,Establishments with 20 to 49 employees,7351306,2013
Iowa,19,2407,165396,Establishments with 50 to 99 employees,5851096,2013
Iowa,19,1293,197090,Establishments with 100 to 249 employees,7515102,2013
Iowa,19,375,128437,Establishments with 250 to 499 employees,5450904,2013
Iowa,19,139,93979,Establishments with 500 to 999 employees,4195685,2013
Iowa,19,80,179157,"Establishments with 1,000 employees or more",9022023,2013
Kansas,20,73816,1150401,All establishments,47715601,2013
Kansas,20,39101,70201,Establishments with 1 to 4 employees,2679615,2013
Kansas,20,14330,94965,Establishments with 5 to 9 employees,3127235,2013
Kansas,20,9766,131479,Establishments with 10 to 19 employees,4514928,2013
Kansas,20,6608,197899,Establishments with 20 to 49 employees,7200307,2013
Kansas,20,2262,154542,Establishments with 50 to 99 employees,5780269,2013
Kansas,20,1265,192169,Establishments with 100 to 249 employees,8267074,2013
Kansas,20,316,109640,Establishments with 250 to 499 employees,4838953,2013
Kansas,20,112,77076,Establishments with 500 to 999 employees,4205903,2013
Kansas,20,56,122430,"Establishments with 1,000 employees or more",7101317,2013
Kentucky,21,90675,1507375,All establishments,57541159,2013
Kentucky,21,45847,83326,Establishments with 1 to 4 employees,2969461,2013
Kentucky,21,18397,121945,Establishments with 5 to 9 employees,3808838,2013
Kentucky,21,12713,171541,Establishments with 10 to 19 employees,5652801,2013
Kentucky,21,8479,252220,Establishments with 20 to 49 employees,8614927,2013
Kentucky,21,2822,193275,Establishments with 50 to 99 employees,6889963,2013
Kentucky,21,1708,257685,Establishments with 100 to 249 employees,9949002,2013
Kentucky,21,470,160248,Establishments with 250 to 499 employees,6948554,2013
Kentucky,21,157,109310,Establishments with 500 to 999 employees,4896741,2013
Kentucky,21,82,157825,"Establishments with 1,000 employees or more",7810872,2013
Louisiana,22,104375,1687956,All establishments,72069585,2013
Louisiana,22,51726,95226,Establishments with 1 to 4 employees,3978159,2013
Louisiana,22,21960,145614,Establishments with 5 to 9 employees,4947490,2013
Louisiana,22,14417,194248,Establishments with 10 to 19 employees,7058317,2013
Louisiana,22,10293,307987,Establishments with 20 to 49 employees,11618669,2013
Louisiana,22,3496,240545,Establishments with 50 to 99 employees,9311378,2013
Louisiana,22,1825,271040,Establishments with 100 to 249 employees,12031000,2013
Louisiana,22,416,144115,Establishments with 250 to 499 employees,6904184,2013
Louisiana,22,156,107532,Establishments with 500 to 999 employees,6304791,2013
Louisiana,22,86,181649,"Establishments with 1,000 employees or more",9915597,2013
Maine,23,40257,487313,All establishments,18739108,2013
Maine,23,23202,37523,Establishments with 1 to 4 employees,1467974,2013
Maine,23,7566,50016,Establishments with 5 to 9 employees,1641750,2013
Maine,23,4917,66192,Establishments with 10 to 19 employees,2179221,2013
Maine,23,3008,90276,Establishments with 20 to 49 employees,3160783,2013
Maine,23,889,61277,Establishments with 50 to 99 employees,2131492,2013
Maine,23,491,73515,Establishments with 100 to 249 employees,2926909,2013
Maine,23,125,42132,Establishments with 250 to 499 employees,1830119,2013
Maine,23,41,28713,Establishments with 500 to 999 employees,1376576,2013
Maine,23,18,37669,"Establishments with 1,000 employees or more",2024284,2013
Maryland,24,135421,2182260,All establishments,108758652,2013
Maryland,24,71891,125058,Establishments with 1 to 4 employees,5932407,2013
Maryland,24,25462,168447,Establishments with 5 to 9 employees,6929279,2013
Maryland,24,17525,237065,Establishments with 10 to 19 employees,9908139,2013
Maryland,24,12601,380052,Establishments with 20 to 49 employees,16877807,2013
Maryland,24,4567,312348,Establishments with 50 to 99 employees,14104264,2013
Maryland,24,2502,372473,Establishments with 100 to 249 employees,19224014,2013
Maryland,24,565,191870,Establishments with 250 to 499 employees,10265022,2013
Maryland,24,183,124720,Establishments with 500 to 999 employees,8314553,2013
Maryland,24,125,270227,"Establishments with 1,000 employees or more",17203167,2013
Massachusetts,25,172533,3062689,All establishments,178304934,2013
Massachusetts,25,91567,159086,Establishments with 1 to 4 employees,8341643,2013
Massachusetts,25,32984,219528,Establishments with 5 to 9 employees,9462217,2013
Massachusetts,25,22424,302197,Establishments with 10 to 19 employees,13365316,2013
Massachusetts,25,15371,463840,Establishments with 20 to 49 employees,22384504,2013
Massachusetts,25,5461,375961,Establishments with 50 to 99 employees,20058858,2013
Massachusetts,25,3399,517102,Establishments with 100 to 249 employees,29087500,2013
Massachusetts,25,815,279592,Establishments with 250 to 499 employees,19437611,2013
Massachusetts,25,310,211329,Establishments with 500 to 999 employees,16996466,2013
Massachusetts,25,202,534054,"Establishments with 1,000 employees or more",39170819,2013
Michigan,26,217494,3535685,All establishments,156830488,2013
Michigan,26,113525,197029,Establishments with 1 to 4 employees,8281634,2013
Michigan,26,43548,288168,Establishments with 5 to 9 employees,9970799,2013
Michigan,26,29308,395387,Establishments with 10 to 19 employees,14189541,2013
Michigan,26,19294,578810,Establishments with 20 to 49 employees,22001012,2013
Michigan,26,6514,452128,Establishments with 50 to 99 employees,18421628,2013
Michigan,26,3734,559036,Establishments with 100 to 249 employees,25203244,2013
Michigan,26,982,326895,Establishments with 250 to 499 employees,16910211,2013
Michigan,26,368,254476,Establishments with 500 to 999 employees,13743541,2013
Michigan,26,221,483756,"Establishments with 1,000 employees or more",28108878,2013
Minnesota,27,146354,2518268,All establishments,120890874,2013
Minnesota,27,79294,127314,Establishments with 1 to 4 employees,5646983,2013
Minnesota,27,25873,173173,Establishments with 5 to 9 employees,6201489,2013
Minnesota,27,19656,265293,Establishments with 10 to 19 employees,9462792,2013
Minnesota,27,12972,390794,Establishments with 20 to 49 employees,15468299,2013
Minnesota,27,4657,322118,Establishments with 50 to 99 employees,13979510,2013
Minnesota,27,2718,410668,Establishments with 100 to 249 employees,18357283,2013
Minnesota,27,740,250874,Establishments with 250 to 499 employees,13552690,2013
Minnesota,27,270,185487,Establishments with 500 to 999 employees,11634057,2013
Minnesota,27,174,392547,"Establishments with 1,000 employees or more",26587771,2013
Mississippi,28,58435,902638,All establishments,31697424,2013
Mississippi,28,29542,56129,Establishments with 1 to 4 employees,1921334,2013
Mississippi,28,12831,84408,Establishments with 5 to 9 employees,2469966,2013
Mississippi,28,7904,105704,Establishments with 10 to 19 employees,3302379,2013
Mississippi,28,5233,156268,Establishments with 20 to 49 employees,4911988,2013
Mississippi,28,1687,115883,Establishments with 50 to 99 employees,3813886,2013
Mississippi,28,858,127448,Establishments with 100 to 249 employees,4535297,2013
Mississippi,28,238,81801,Establishments with 250 to 499 employees,3069167,2013
Mississippi,28,86,58799,Establishments with 500 to 999 employees,2108426,2013
Mississippi,28,56,116198,"Establishments with 1,000 employees or more",5564981,2013
Missouri,29,150290,2355336,All establishments,98487068,2013
Missouri,29,82368,139868,Establishments with 1 to 4 employees,5077375,2013
Missouri,29,27408,181570,Establishments with 5 to 9 employees,6051549,2013
Missouri,29,19354,261577,Establishments with 10 to 19 employees,8760338,2013
Missouri,29,13303,399543,Establishments with 20 to 49 employees,14350439,2013
Missouri,29,4485,306545,Establishments with 50 to 99 employees,11568375,2013
Missouri,29,2327,350376,Establishments with 100 to 249 employees,15072741,2013
Missouri,29,679,232567,Establishments with 250 to 499 employees,10900410,2013
Missouri,29,226,157949,Establishments with 500 to 999 employees,8305353,2013
